taxon,lfc,se,W,p,q,diff_robust,passed_ss,Biocrust,Kingdom,Phylum,Class,Order,Family,Genus,Lowest,label
ASV398,0.358469253,0.649701433,0.551744592,0.586224654,0.741476625,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rubellimicrobium,Rubellimicrobium,ASV398_Rubellimicrobium
ASV4,-0.307825439,0.349776607,-0.880062968,0.387552879,0.566506465,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter,ASV4_Ramlibacter
ASV400,-2.83558421,0.58696258,-4.830945455,6.38E-05,5.58E-04,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV400_JG30-KF-CM45
ASV401,2.769774163,0.629679953,4.398701512,1.92E-04,0.001329331,TRUE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV401_Segetibacter
ASV402,-4.073103095,0.485089191,-8.396606579,1.33E-08,5.11E-07,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Oceanicella,Oceanicella,ASV402_Oceanicella
ASV407,1.489478936,0.69597467,2.140133828,0.042713808,0.103988491,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas,ASV407_Gemmatimonas
ASV408,-0.491267764,0.523070417,-0.939200053,0.356985053,0.535550571,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV408_Segetibacter
ASV41,3.338323626,0.438412349,7.614574794,7.48E-08,2.11E-06,TRUE,TRUE,D-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV41_Abditibacterium
ASV410,-3.643872637,0.574735624,-6.340084872,1.49E-06,2.40E-05,TRUE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Rhodocytophaga,Rhodocytophaga,ASV410_Rhodocytophaga
ASV411,-1.298267513,0.413585068,-3.139057995,0.00444953,0.016619186,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV411_AKIW781
ASV4110,-0.122758357,0.505599113,-0.242797809,0.810225073,0.895242368,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Gammaproteobacteria,Rickettsiellales,Rickettsiellaceae,NA,Rickettsiellaceae,ASV4110_Rickettsiellaceae
ASV412,-2.357203985,0.679665766,-3.46818113,0.001993081,0.009025661,TRUE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Roseisolibacter,ASV412_Roseisolibacter
ASV4123,-0.40905602,0.543786516,-0.752236417,0.459223578,0.636071961,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,Magnetospirillum,ASV4123_Magnetospirillum
ASV413,1.748789168,0.695794489,2.513370248,0.019077224,0.054977969,FALSE,TRUE,D-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV413_Chthoniobacter
ASV414,-3.952992122,0.579613444,-6.820049053,4.71E-07,1.00E-05,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia,ASV414_Pseudonocardia
ASV416,-1.254750205,0.528598544,-2.373729969,0.025957437,0.071342138,FALSE,TRUE,D-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV416_Abditibacterium
ASV417,2.265525001,0.643182051,3.522369752,0.001743124,0.00834039,TRUE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,Gemmatimonadaceae,ASV417_Gemmatimonadaceae
ASV418,0.779933636,0.68128712,1.144794336,0.26358311,0.425039923,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,CL500-29_marine_group,ASV418_CL500-29_marine_group
ASV419,2.761335141,0.679915764,4.061290068,4.51E-04,0.002758029,TRUE,TRUE,D-BSC,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,NA,Deinococcaceae,ASV419_Deinococcaceae
ASV42,0.539087293,0.562261862,0.958783316,0.347227893,0.529532334,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,Ellin6055,ASV42_Ellin6055
ASV420,-2.399436813,0.694876559,-3.453040371,0.002068955,0.009320962,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Intrasporangiaceae,Aquipuribacter,Aquipuribacter,ASV420_Aquipuribacter
ASV421,-3.641835654,0.434079086,-8.389797547,1.35E-08,5.11E-07,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,Acetobacteraceae,ASV421_Acetobacteraceae
ASV422,-3.460650173,0.858479651,-4.031138268,4.87E-04,0.002935579,TRUE,TRUE,D-BSC,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus,ASV422_Myxococcus
ASV424,-3.655982848,0.532543116,-6.865139632,4.23E-07,9.34E-06,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV424_Tautonia
ASV426,2.023324109,0.643592462,3.143797088,0.00439903,0.0165878,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter,Parviterribacter,ASV426_Parviterribacter
ASV427,-1.267834311,0.886658923,-1.429900808,0.165635467,0.305577485,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV427_Longimicrobiaceae
ASV4299,-0.412894913,0.492570239,-0.838245759,0.410163757,0.590581752,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV4299_Tautonia
ASV43,0.718861784,0.726468064,0.989529781,0.332276093,0.512438685,FALSE,TRUE,D-BSC,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,Arenimicrobium,Arenimicrobium,ASV43_Arenimicrobium
ASV430,-0.185854772,0.717524616,-0.259022154,0.79782688,0.891494556,FALSE,TRUE,D-BSC,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus,ASV430_Deinococcus
ASV431,-1.144511848,0.648610343,-1.764559972,0.090362833,0.18894047,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Enterovirga,Enterovirga,ASV431_Enterovirga
ASV432,-2.711121336,0.693593709,-3.908803237,6.63E-04,0.003788804,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rubritepida,Rubritepida,ASV432_Rubritepida
ASV433,0.123349192,0.680043038,0.181384391,0.857589037,0.927639627,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas,ASV433_Gemmatimonas
ASV434,1.864933532,0.634781869,2.937912414,0.007188705,0.025131711,FALSE,FALSE,D-BSC,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV434_Longimicrobiaceae
ASV4371,-0.311144503,0.487531594,-0.638203773,0.529384238,0.701033067,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,Ilumatobacteraceae,ASV4371_Ilumatobacteraceae
ASV438,3.730470239,0.414112909,9.008340858,3.63E-09,1.67E-07,TRUE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV438_Segetibacter
ASV439,0.267556918,0.609256475,0.439153179,0.664479079,0.797739993,FALSE,TRUE,D-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV439_Chthoniobacter
ASV44,0.73346459,0.369711238,1.98388503,0.058819443,0.134270828,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV44_Sphingomonas
ASV440,3.602623265,0.499817992,7.207870308,1.90E-07,4.61E-06,TRUE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV440_Segetibacter
ASV442,-1.206504208,0.606137863,-1.99047821,0.058043914,0.133501003,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas,ASV442_Gemmatimonas
ASV445,-0.154464521,0.694780595,-0.222321294,0.825944849,0.906291666,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,NA,Caldilineaceae,ASV445_Caldilineaceae
ASV446,1.327099225,0.799119472,1.660701898,0.109783731,0.221742012,FALSE,TRUE,D-BSC,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,Truepera,ASV446_Truepera
ASV45,1.044488034,0.48339237,2.160745801,0.04091495,0.099887337,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,Sphingomonadaceae,ASV45_Sphingomonadaceae
ASV450,0.231876081,0.7579142,0.30593975,0.76228862,0.866372242,FALSE,TRUE,D-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV450_Armatimonadaceae
ASV451,-1.485255322,0.767845102,-1.934316333,0.064948364,0.145925117,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Roseisolibacter,ASV451_Roseisolibacter
ASV4530,-1.010754466,0.433962578,-2.329128171,0.028596103,0.076665627,FALSE,TRUE,D-BSC,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter,ASV4530_Bryobacter
ASV456,0.653218636,0.533218428,1.225048877,0.232444492,0.396016542,FALSE,TRUE,D-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV456_Chthoniobacter
ASV458,2.517677064,0.654431557,3.847120507,7.75E-04,0.004231671,TRUE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,Gemmatimonadaceae,ASV458_Gemmatimonadaceae
ASV459,-4.362278217,0.475477434,-9.174522081,2.57E-09,1.25E-07,TRUE,TRUE,D-BSC,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,Truepera,ASV459_Truepera
ASV46,0.213946515,0.378508478,0.565235726,0.577159703,0.733194158,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rubellimicrobium,Rubellimicrobium,ASV46_Rubellimicrobium
ASV462,2.448627301,0.502212384,4.875680845,5.70E-05,5.23E-04,TRUE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter,ASV462_Flavisolibacter
ASV463,-0.720613617,0.645871508,-1.115722877,0.275587972,0.440301331,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,Gemmatimonadaceae,ASV463_Gemmatimonadaceae
ASV464,2.429637046,0.574224196,4.231164522,2.93E-04,0.001942382,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas,Caenimonas,ASV464_Caenimonas
ASV465,0.877760714,0.620545548,1.414498448,0.170058859,0.31094444,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV465_Segetibacter
ASV4650,-0.640757189,0.441014853,-1.452915214,0.159198056,0.298581762,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV4650_JG30-KF-CM45
ASV466,-1.380374214,0.770975433,-1.790425679,0.086009841,0.182457769,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Roseisolibacter,ASV466_Roseisolibacter
ASV469,-2.701751163,0.594003197,-4.548378148,1.31E-04,9.78E-04,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Amaricoccus,Amaricoccus,ASV469_Amaricoccus
ASV47,-2.74659913,0.450767641,-6.093159486,2.71E-06,3.85E-05,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,Rubrobacter,ASV47_Rubrobacter
ASV470,1.047232153,0.702499521,1.490722943,0.149061271,0.28199037,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,Acidimicrobiaceae,ASV470_Acidimicrobiaceae
ASV471,-2.765323681,0.553525986,-4.995833535,4.20E-05,4.08E-04,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,NA,Caldilineaceae,ASV471_Caldilineaceae
ASV475,1.710139094,0.741327396,2.30686078,0.030003399,0.078984852,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV475_Gemmata
ASV477,1.451154167,0.493000174,2.943516543,0.007094213,0.024900971,FALSE,FALSE,D-BSC,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,Acidimicrobiaceae,ASV477_Acidimicrobiaceae
ASV479,0.264467736,0.703604835,0.375875382,0.710311564,0.832188079,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Nibrella,Nibrella,ASV479_Nibrella
ASV481,1.365337434,0.810162327,1.685264036,0.104898487,0.214710252,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,67-14,ASV481_67-14
ASV483,0.460155825,0.701447274,0.656009143,0.518058573,0.693386468,FALSE,TRUE,D-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV483_Chthoniobacter
ASV484,-0.096032106,0.657616039,-0.146030662,0.885116816,0.943915672,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,PMMR1,PMMR1,ASV484_PMMR1
ASV485,-4.052385443,0.509948293,-7.946659487,3.55E-08,1.11E-06,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,Isosphaeraceae,ASV485_Isosphaeraceae
ASV486,1.774583213,0.66021841,2.687872962,0.012858998,0.040138445,FALSE,FALSE,D-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,NA,Chthoniobacteraceae,ASV486_Chthoniobacteraceae
ASV487,-4.756865235,0.408655063,-11.64029438,2.34E-11,2.92E-09,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV487_AKIW781
ASV489,0.832573748,0.649510328,1.281848359,0.212141258,0.369345536,FALSE,TRUE,D-BSC,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,Fimbriimonadaceae,ASV489_Fimbriimonadaceae
ASV491,2.317110998,0.420866161,5.505576867,1.16E-05,1.34E-04,TRUE,TRUE,D-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV491_Chthoniobacter
ASV492,2.714157483,0.609024943,4.456562104,1.65E-04,0.001194817,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter,ASV492_Solirubrobacter
ASV494,-0.064736013,0.534255764,-0.121170454,0.904564817,0.953996217,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Gaiella,ASV494_Gaiella
ASV495,2.507045211,0.458841391,5.463860198,1.29E-05,1.46E-04,TRUE,TRUE,D-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV495_Abditibacterium
ASV496,-1.206549133,0.736470375,-1.63828604,0.114407582,0.229472484,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV496_Sphingomonas
ASV498,0.106950157,0.650378417,0.164442968,0.870759568,0.938401804,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia,ASV498_Massilia
ASV499,-2.098839804,0.750370252,-2.797072242,0.009996919,0.033087574,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV499_Tautonia
ASV50,1.582663913,0.54141408,2.923204199,0.007442443,0.02591512,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Lysobacter,Lysobacter,ASV50_Lysobacter
ASV503,0.484393999,0.55140723,0.878468711,0.388399833,0.566713613,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter,ASV503_Solirubrobacter
ASV504,0.298950137,0.620513253,0.481778811,0.634327289,0.780847959,FALSE,TRUE,D-BSC,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,Blastocatella,ASV504_Blastocatella
ASV507,-1.65911544,0.753631132,-2.201495361,0.037558173,0.094327135,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Desertibacter,Desertibacter,ASV507_Desertibacter
ASV508,0.401200894,0.577854078,0.694294475,0.494164133,0.670651323,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter,ASV508_Hymenobacter
ASV510,-0.147337025,0.664315342,-0.22178778,0.826355451,0.906291666,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,A4b,NA,A4b,ASV510_A4b
ASV511,0.296322866,0.787917619,0.376083564,0.710158814,0.832188079,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Kitasatosporales,Streptomycetaceae,E1B-B3-114,E1B-B3-114,ASV511_E1B-B3-114
ASV512,0.90616159,0.60616125,1.494918373,0.147969419,0.280532043,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,Fimbriiglobus,ASV512_Fimbriiglobus
ASV516,-1.428721474,0.729767755,-1.957775559,0.061981099,0.140705145,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,Marmoricola,ASV516_Marmoricola
ASV517,-0.069383717,0.642141213,-0.10805056,0.914853841,0.961036367,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV517_WD2101_soil_group
ASV519,1.100680838,0.459000064,2.397997131,0.024617581,0.068521546,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,TRA3-20,NA,TRA3-20,ASV519_TRA3-20
ASV52,1.009281526,0.78633365,1.283528342,0.211562138,0.369072473,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV52_Longimicrobiaceae
ASV520,-1.468432901,0.603376051,-2.433694376,0.022762079,0.063968028,FALSE,FALSE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter,ASV520_Hymenobacter
ASV525,-2.623843605,0.623842141,-4.205941589,3.13E-04,0.002055239,TRUE,TRUE,D-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV525_Armatimonadaceae
ASV528,1.311358437,0.460370613,2.848484243,0.008868733,0.03027841,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium,ASV528_Cutibacterium
ASV531,0.083308579,0.673840154,0.123632553,0.902635804,0.953934332,FALSE,TRUE,D-BSC,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Aridibacter,Aridibacter,ASV531_Aridibacter
ASV532,-2.820385573,0.565604624,-4.986496667,4.30E-05,4.13E-04,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV532_WD2101_soil_group
ASV534,-0.171051532,0.512524091,-0.333743398,0.741471716,0.856071704,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium,ASV534_Flavobacterium
ASV535,0.334909446,0.572722763,0.58476713,0.564161875,0.727981677,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter,ASV535_Hymenobacter
ASV5358,-0.068703232,0.454555425,-0.151143794,0.881125535,0.943747943,FALSE,TRUE,D-BSC,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,LWQ8,ASV5358_LWQ8
ASV538,-2.39117967,0.7305044,-3.273326856,0.00321426,0.013187392,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,Sphingomonadaceae,ASV538_Sphingomonadaceae
ASV539,0.110627118,0.603528189,0.183300664,0.856101871,0.927178482,FALSE,TRUE,D-BSC,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,Vicinamibacteraceae,ASV539_Vicinamibacteraceae
ASV541,2.111375161,0.555890992,3.798182005,8.76E-04,0.00469725,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Euzebyales,Euzebyaceae,Euzebya,Euzebya,ASV541_Euzebya
ASV547,-2.215378963,0.599674025,-3.694305356,0.001136363,0.005842243,TRUE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter,ASV547_Hymenobacter
ASV548,-0.697108696,0.486927328,-1.43164833,0.165139463,0.305577485,FALSE,TRUE,D-BSC,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,Luteitalea,ASV548_Luteitalea
ASV549,-0.552562535,0.719566072,-0.767910767,0.450030144,0.626794378,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,Arcticibacter,ASV549_Arcticibacter
ASV552,-4.35284782,0.40865342,-10.65168578,1.41E-10,1.12E-08,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,Isosphaeraceae,ASV552_Isosphaeraceae
ASV554,-0.306256886,0.598982918,-0.511294857,0.6138166,0.765300583,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV554_Segetibacter
ASV556,1.548319233,0.692909193,2.234519686,0.035022707,0.089241534,FALSE,TRUE,D-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV556_Armatimonadaceae
ASV558,0.78428788,0.54092946,1.449889382,0.160032757,0.299504559,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV558_WD2101_soil_group
ASV56,-0.38079021,0.351265474,-1.084052485,0.289112104,0.456108265,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Microvirga,Microvirga,ASV56_Microvirga
ASV564,-1.254227575,0.609307724,-2.058446866,0.050561257,0.117841436,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter,ASV564_Adhaeribacter
ASV566,-3.864064318,0.528123164,-7.316596919,1.48E-07,3.69E-06,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV566_Tautonia
ASV569,-1.451752395,0.837376958,-1.733690402,0.095803304,0.199362113,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,Tundrisphaera,ASV569_Tundrisphaera
ASV571,1.211991641,0.558377617,2.170559141,0.040082729,0.098405352,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter,ASV571_Solirubrobacter
ASV576,0.743336768,0.618377925,1.2020752,0.241061361,0.40594919,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV576_Segetibacter
